subset	n	pearson	spearman	r2	mean_best_iter	sec
all_common	12916	0.7372161217669273	0.7275595035720267	0.5423911809921265	1239.2	17.8
ortholog_all_common	11569	0.730988477506404	0.7205033181981163	0.5329172611236572	1214.8	16.8
ortholog_highconf_common	11389	0.7296018717086739	0.7191524816489643	0.5308628082275391	985.6	13.9
ortholog_highconf__CDSGC_mid20_80	6877	0.7250974895318024	0.7145422870026312	0.5234037637710571	898.0	12.9
ortholog_highconf__UTR3GC_mid20_80	6744	0.7240444246157954	0.7143786883677348	0.5218382477760315	948.2	13.5
ortholog_all__CDSGC_mid20_80	6986	0.7227726235582342	0.7129144146832201	0.5202662944793701	937.2	13.1
ortholog_all__UTR3GC_mid20_80	6852	0.7226391510788679	0.7116108072636718	0.5201073884963989	1015.2	13.8
ortholog_all__UTR3LEN_low50	5717	0.7111103159926936	0.6969526615976357	0.5035666227340698	919.8	12.7
ortholog_highconf__UTR5LEN_low70	7992	0.7060681306419062	0.6951712817962065	0.4963306784629822	893.6	12.8
